timestamp,instrument_token,last_price,volume,sell_quantity,last_quantity,change,average_price , open,high,low,close,depth_buy_price_0 ,depth_buy_orders_0 ,depth_buy_quantity_0 ,depth_sell_price_0 ,depth_sell_orders_0 ,depth_sell_quantity_0 ,depth_buy_price_1 ,depth_buy_orders_1 ,depth_buy_quantity_1 ,depth_sell_price_1 ,depth_sell_orders_1 ,depth_sell_quantity_1 ,depth_buy_price_2 ,depth_buy_orders_2 ,depth_buy_quantity_2 ,depth_sell_price_2 ,depth_sell_orders_2 ,depth_sell_quantity_2 ,depth_buy_price_3 ,depth_buy_orders_3 ,depth_buy_quantity_3 ,depth_sell_price_3 ,depth_sell_orders_3 ,depth_sell_quantity_3 ,depth_buy_price_4 ,depth_buy_orders_4 ,depth_buy_quantity_4 ,depth_sell_price_4 ,depth_sell_orders_4 ,depth_sell_quantity_4 
2017-06-20 07:35:05.285153,1207553,377.15,1436981,252782,26,-0.9194798371,379.18,380.65,383.4,375.1,380.65,377.15,4,1445,377.3,6,252,377.1,2,1095,377.35,4,136,377.05,4,1784,377.4,3,164,377,40,2900,377.45,2,406,376.95,4,293,377.5,13,1739
2017-06-20 07:35:05.285180,177665,541.65,353911,130141,1,0.3520148217,542.55,539.75,546,536,539.75,541.5,3,3,541.65,1,8,541.4,1,25,541.7,1,6,541.35,3,86,541.8,3,227,541.3,1,63,541.9,5,444,541.25,4,644,541.95,4,406
2017-06-20 07:35:05.285207,136247044,513.2,118679,81971,13,-1.2887093672,517.56,521,521.25,512.4,519.9,513.05,3,817,513.5,3,279,513,3,474,513.6,3,550,512.9,4,626,513.65,2,563,512.85,3,1254,513.7,3,181,512.8,3,126,513.75,2,894
2017-06-20 07:35:05.285234,136427780,375,126002,49552,45,0.3478726251,374.53,374.2,377.75,370.5,373.7,374.95,1,222,375.2,1,75,374.9,5,1318,375.3,1,5,374.85,4,1458,375.4,4,150,374.8,3,392,375.45,2,512,374.75,2,55,375.5,3,156
2017-06-20 07:35:05.285261,1510401,513.2,2262625,547682,11,-1.3361530328,517.92,520.2,521.7,512.25,520.15,513.15,5,511,513.2,5,461,513.1,5,822,513.35,1,172,513.05,1,686,513.4,2,706,513,12,5726,513.45,6,778,512.95,2,936,513.5,7,2466
2017-06-20 07:35:05.285318,3861249,375.25,2963887,328467,1,0.3879079722,374.51,375.6,377.7,370.1,373.8,375.15,5,527,375.25,1,31,375.1,1,130,375.3,2,104,375.05,4,448,375.35,1,2500,375,8,2335,375.4,2,3067,374.95,1,370,375.45,4,636
2017-06-20 07:35:05.285349,128046084,1686,19781,28387,42,-0.3163153694,1685.41,1692,1694,1683.5,1691.35,1685.15,1,50,1686,2,360,1685,1,29,1686.05,1,2,1684.8,1,7,1686.45,1,88,1684.65,1,90,1686.5,5,495,1684.6,1,36,1686.55,1,15
2017-06-20 07:35:05.285377,136308228,366.3,67693,71990,175,-0.2043318349,367.91,368,370.4,365.6,367.05,366.1,2,208,366.35,3,224,366.05,1,105,366.4,1,192,366,4,509,366.45,1,105,365.95,1,11,366.5,2,168,365.9,1,70,366.6,6,878
2017-06-20 07:35:05.285404,225537,2672.7,85338,47227,30,0.5738583981,2666.9,2660.35,2678.2,2653.6,2657.45,2672.7,1,19,2672.75,3,4,2672.05,1,13,2672.8,4,53,2672,2,96,2672.9,4,74,2671.7,1,3,2672.95,1,1,2671.65,1,1,2673,2,25
2017-06-20 07:35:05.285431,4267265,2816.3,173558,71974,4,-0.4049155689,2817.02,2810,2827.95,2806.5,2827.75,2816.2,1,1,2816.3,1,2,2816.1,1,1,2816.6,3,119,2816.05,2,9,2816.7,3,264,2816,2,5,2816.8,1,6,2815.95,1,3,2816.9,1,29
2017-06-20 07:35:05.285462,128002564,1636.55,27461,29130,8,-1.0370683921,1638.19,1653.7,1653.7,1634.5,1653.7,1637.15,1,23,1637.65,2,92,1636.55,1,43,1637.75,2,402,1636.5,2,119,1638,1,13,1636.45,1,15,1638.15,1,35,1636.2,3,120,1638.2,1,73
2017-06-20 07:35:05.285490,2714625,366.8,848641,306500,1,-0.1904761905,368.03,368.75,370.85,366.1,367.5,366.75,11,120,366.8,1,35,366.55,5,248,366.9,2,115,366.5,2,278,366.95,2,171,366.45,2,771,367,4,613,366.4,5,887,367.05,2,913
2017-06-20 07:35:05.285517,136263940,849.9,18681,30257,2,0.9262557891,849.35,842,852,842,842.1,849.3,2,138,849.9,4,113,849.25,2,270,849.95,1,18,849.2,1,5,850,3,380,849.15,1,15,850.05,1,14,849,3,286,850.1,1,5
2017-06-20 07:35:05.285544,70401,658,1664167,375521,40,0.3967043027,659.56,660,663,653.5,655.4,657.95,4,9,658,3,205,657.8,1,61,658.1,1,20,657.7,1,150,658.15,2,68,657.65,1,2,658.2,3,746,657.6,1,20,658.35,1,402
2017-06-20 07:35:05.285571,315393,1138.4,805212,85395,2,1.8884811599,1135.39,1124.8,1141,1120.1,1117.3,1138.4,3,32,1139,3,47,1138.35,2,23,1139.15,1,31,1138.2,1,11,1139.25,1,12,1138.15,1,182,1139.35,1,29,1138.1,1,182,1139.4,2,282
2017-06-20 07:35:05.285598,60417,1149.15,435480,116784,1,-0.4332192523,1149.49,1155.1,1156.85,1146.75,1154.15,1149.15,2,18,1149.55,9,55,1149.1,1,11,1149.6,6,15,1149.05,1,35,1149.65,2,262,1148.9,2,168,1149.7,1,50,1148.85,2,173,1149.9,1,500
2017-06-20 07:35:05.285625,232961,28065,15512,8432,1,-1.3366051214,28253,28624.8,28728,28035.5,28445.2,28053.3,1,1,28065,2,10,28053.25,1,2,28066.5,1,1,28052.8,1,2,28069.95,1,5,28052.25,2,11,28070,3,40,28052.2,1,8,28077.2,1,1
2017-06-20 07:35:05.285652,128112644,201.6,292777,133962,100,0.4484304933,201.25,201.4,202.9,199.5,200.7,201.6,4,3934,201.65,1,100,201.55,4,3011,201.7,2,252,201.5,6,2390,201.75,3,896,201.45,9,5609,201.8,8,2660,201.4,8,2917,201.85,6,2728
2017-06-20 07:35:05.285679,128031748,2669.5,7112,9355,7,0.4761277453,2665.87,2664,2676.75,2653.2,2656.85,2670.45,1,3,2671.5,2,96,2670.35,1,10,2671.8,2,49,2670.05,1,3,2672,3,117,2669.5,2,10,2672.55,1,3,2669.4,1,3,2672.7,1,14
2017-06-20 07:35:05.285706,136442116,2814.55,4128,9469,2,-0.7038278356,2817.08,2815,2822.4,2810,2834.5,2814.55,2,43,2816.5,1,25,2814.5,4,89,2817,4,139,2814.3,2,5,2817.15,1,35,2814.05,1,34,2817.25,1,72,2814,3,75,2817.4,1,52
2017-06-20 07:35:05.285733,134657,666.15,1558267,245741,2,-0.1498913288,667.49,668.05,671.85,662.2,667.15,666.15,4,536,666.4,2,183,665.9,1,2,666.45,2,243,665.85,1,127,666.5,2,132,665.8,3,335,666.6,3,745,665.75,2,137,666.65,1,27
2017-06-20 07:35:05.285759,341249,1686.05,437172,116714,239,-0.4046311064,1685.84,1690,1690.8,1683.4,1692.9,1686,1,159,1686.05,1,72,1685.9,1,100,1686.15,1,53,1685.7,1,208,1686.2,1,35,1685.65,1,30,1686.5,1,400,1685.6,1,167,1686.85,1,60
2017-06-20 07:35:05.285786,134349828,657.5,131636,51105,10,0.3433803892,658.9,660.25,662.95,654,655.25,657.15,1,107,657.6,2,169,657.1,1,19,657.7,1,148,657.05,1,148,657.75,2,299,656.9,1,25,657.8,1,219,656.85,2,95,657.85,1,111
2017-06-20 07:35:05.285820,128022276,540.6,21833,33284,5,0.2689418529,542.44,541.8,545,536,539.15,540.6,4,125,541.2,2,127,540.55,1,70,541.25,1,187,540.5,3,560,541.4,1,43,540.45,3,71,541.5,6,475,540.4,5,1103,541.55,3,220
2017-06-20 07:35:05.285850,128135684,24878.1,270,398,1,-0.4619191751,24954.02,25056,25091.75,24800,24993.55,24841.45,2,4,24878.45,2,4,24819.7,2,7,24879.9,1,6,24819.65,1,4,24880,1,16,24818.3,1,16,24896.3,1,1,24815.45,1,8,24896.35,1,4
2017-06-20 07:35:05.285880,5633,1650.45,109850,63012,1,0.5391081871,1644.55,1644.8,1654,1630.3,1641.6,1650.45,1,95,1650.55,1,17,1650,2,51,1650.6,1,400,1649.75,6,74,1650.65,1,2,1649.7,2,23,1650.9,1,6,1649.1,1,30,1650.95,1,1
2017-06-20 07:35:05.285908,345089,3801.5,134938,51034,1,-0.6260701355,3814.52,3829,3846.9,3799,3825.45,3801.5,4,23,3801.8,5,31,3801.45,8,15,3801.9,1,3,3801.4,1,30,3802,1,1,3800.75,4,18,3802.8,1,1,3800.05,3,37,3803,2,57
2017-06-20 07:35:05.285934,1195009,166.85,4487807,869921,77,-0.7140731925,166.76,168,168.6,165.5,168.05,166.85,1,200,166.9,1,114,166.8,13,4124,166.95,16,4142,166.75,11,8681,167,19,6949,166.7,14,5830,167.05,11,4270,166.65,7,6612,167.1,17,7643
2017-06-20 07:35:05.285963,136231684,377.3,64140,42355,1,-0.8930916732,379.18,380.65,383.55,375.3,380.7,377.05,4,558,377.45,2,140,377,6,1260,377.5,1,55,376.95,1,89,377.55,1,140,376.9,2,198,377.6,3,244,376.8,3,143,377.65,3,215
2017-06-20 07:35:05.285989,128140036,666.05,44163,31845,1,-0.1873220441,667.22,668.25,671.95,663,667.3,666.05,1,86,666.5,2,93,666,1,131,666.55,1,9,665.8,2,140,666.7,1,90,665.75,3,186,666.75,3,181,665.7,2,160,666.9,5,503
2017-06-20 07:35:05.286016,128076804,1137.4,21956,23033,2,1.9449672851,1136.26,1123.05,1141,1121.05,1115.7,1138,1,10,1139,2,9,1137.6,1,6,1139.25,1,7,1137.4,1,5,1139.45,2,180,1137.35,1,52,1139.5,3,79,1137.3,1,49,1139.6,1,10
2017-06-20 07:35:05.286043,128209924,1149.9,13845,18209,2,-0.3250552594,1150.25,1158,1158,1147.05,1153.65,1149.4,1,24,1149.9,1,31,1149.35,2,34,1149.95,1,51,1149.3,1,6,1150,1,5,1149.25,2,163,1150.2,1,37,1149,1,24,1150.25,1,112
2017-06-20 07:35:05.286070,7458561,379,1080518,251160,2,0.6506440048,378.62,377.15,381.5,375.7,376.55,379,2,4,379.15,4,491,378.95,1,1,379.2,2,178,378.8,1,68,379.25,4,579,378.75,1,71,379.3,7,818,378.7,1,20,379.35,1,272
2017-06-20 07:35:05.286096,356865,1098.85,543109,103193,8,0.2920640716,1096.06,1098.85,1100,1092,1095.65,1098.8,1,56,1098.85,1,8,1098.75,1,259,1098.9,1,1,1098.7,1,161,1098.95,1,11,1098.65,2,73,1099.45,1,30,1098.6,1,56,1099.5,3,47
2017-06-20 07:35:05.286123,325121,240.05,980886,401346,34,0.9461732548,239.83,238,241.55,236.5,237.8,240,4,2758,240.1,2,123,239.9,3,133,240.15,3,2902,239.85,2,267,240.2,1,321,239.8,9,4313,240.25,4,4545,239.75,6,3115,240.3,5,3762
2017-06-20 07:35:05.286150,348929,201.7,4673971,1016529,14,0.4232013941,201.14,201.95,202.9,199.4,200.85,201.65,5,13,201.7,8,1137,201.6,5,3268,201.75,14,4632,201.55,12,10193,201.8,12,5032,201.5,14,13429,201.85,14,17683,201.45,7,10383,201.9,16,21671
2017-06-20 07:35:05.286178,136226308,166.9,310411,89086,100,-0.6547619048,167.08,168.95,168.95,165.65,168,166.95,4,2096,167.1,3,547,166.9,8,2399,167.15,2,901,166.85,10,3920,167.2,5,1961,166.8,9,3178,167.25,6,2892,166.75,5,2097,167.3,11,2883
2017-06-20 07:35:05.286205,136912900,379.1,40746,83640,25,0.703944747,378.67,378,381.6,375.7,376.45,378.8,4,340,379.4,4,345,378.75,1,54,379.45,1,131,378.7,1,38,379.5,1,34,378.6,3,182,379.55,1,112,378.5,6,270,379.6,5,303
2017-06-20 07:35:06.341991,325121,240.05,980886,401346,34,0.9461732548,239.83,238,241.55,236.5,237.8,240,4,2758,240.1,1,42,239.95,1,50,240.15,3,2902,239.9,2,83,240.2,2,402,239.85,4,1737,240.25,4,4545,239.8,10,5323,240.3,5,3762
2017-06-20 07:35:06.342070,348929,201.6,4674160,1016755,27,0.3734129948,201.14,201.95,202.9,199.4,200.85,201.6,5,2837,201.65,2,39,201.55,12,10193,201.7,6,1075,201.5,14,13429,201.75,15,4881,201.45,7,10383,201.8,12,5032,201.4,18,16102,201.85,14,17683
2017-06-20 07:35:06.342128,340481,1637.2,1416384,187395,6,-1.0276870995,1639.52,1651.15,1660,1633.55,1654.2,1637.15,5,20,1637.2,6,319,1637.05,1,141,1637.25,3,16,1637,2,246,1637.3,2,15,1636.8,1,319,1637.4,1,14,1636.75,1,500,1637.5,1,179
2017-06-20 07:35:06.342160,558337,24855.75,10762,7807,1,-0.8005954578,24926.26,25100,25100,24765,25056.35,24855.75,2,2,24865,3,11,24852.15,1,2,24884.95,2,8,24852.1,1,4,24885,1,13,24850.1,1,3,24895,1,22,24850,1,1,24899.95,1,50
2017-06-20 07:35:06.342188,128178180,1098.7,10307,25065,1,0.3012598138,1096.15,1095,1100,1092.5,1095.4,1098.4,1,14,1099.45,1,8,1098.25,2,104,1099.5,1,87,1098.2,1,15,1099.6,1,13,1098.05,1,84,1099.7,1,42,1098,4,184,1099.75,1,87
2017-06-20 07:35:06.342216,129331204,28089,1451,421,2,-1.3209204286,28244.53,28450,28539.95,28054.05,28465,28070.1,2,3,28090.95,1,2,28070.05,1,3,28091,2,9,28070,2,14,28092.5,1,1,28067.55,1,3,28093,2,9,28066.35,1,3,28122.2,1,6
2017-06-20 07:35:06.342243,128108804,239.8,87646,167167,190,0.9896820383,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,2,573,239.65,5,1288,240,3,639,239.6,3,371,240.05,1,175,239.55,3,768,240.1,4,478,239.5,6,1169,240.15,2,172
2017-06-20 07:35:06.342270,128104964,1648,4827,28670,67,0.4479931734,1643.03,1640.65,1652.55,1632,1640.65,1648.9,2,11,1649.85,2,37,1648.85,1,5,1650.3,2,21,1648.45,1,38,1650.35,1,17,1648.4,2,10,1650.4,2,44,1648.05,1,22,1650.6,1,4
2017-06-20 07:35:06.342297,1207553,377.3,1436990,252773,9,-0.8800735584,379.18,380.65,383.4,375.1,380.65,377.2,1,1000,377.3,6,243,377.15,4,1445,377.35,4,136,377.1,2,1095,377.4,2,139,377.05,4,1784,377.45,2,429,377,40,2900,377.5,14,1741
2017-06-20 07:35:06.342324,1510401,513.2,2263552,548284,6,-1.3361530328,517.92,520.2,521.7,512.25,520.15,513.15,4,275,513.35,1,20,513.1,5,822,513.4,7,1872,513,9,2388,513.45,5,1188,512.95,2,270,513.5,7,2466,512.9,7,2384,513.55,4,1525
2017-06-20 07:35:06.342355,3861249,375.25,2963887,328639,1,0.3879079722,374.51,375.6,377.7,370.1,373.8,375.15,5,527,375.25,1,31,375.1,1,130,375.3,2,104,375.05,3,398,375.35,3,5171,375,9,2385,375.4,3,1778,374.95,1,370,375.45,4,636
2017-06-20 07:35:06.342382,4267265,2816.3,173558,71974,4,-0.4049155689,2817.02,2810,2827.95,2806.5,2827.75,2816.25,1,1,2816.3,1,2,2816.1,1,1,2816.6,3,119,2816.05,2,9,2816.7,3,264,2816,2,5,2816.8,1,6,2815.95,1,3,2816.9,1,29
2017-06-20 07:35:06.342408,128002564,1636.55,27461,30003,8,-1.0370683921,1638.19,1653.7,1653.7,1634.5,1653.7,1637.15,1,23,1637.65,1,1,1636.6,1,108,1637.75,2,402,1636.55,1,43,1638,3,415,1636.5,1,11,1638.15,1,35,1636.45,1,15,1638.2,2,88
2017-06-20 07:35:06.342435,2714625,366.8,848645,306496,4,-0.1904761905,368.03,368.75,370.85,366.1,367.5,366.75,12,122,366.8,1,31,366.55,5,248,366.9,2,115,366.5,3,1278,366.95,2,171,366.45,2,771,367,4,613,366.4,5,887,367.05,2,913
2017-06-20 07:35:06.342461,60417,1149.15,435501,116773,1,-0.4332192523,1149.49,1155.1,1156.85,1146.75,1154.15,1149.15,2,12,1149.55,8,54,1149.1,1,11,1149.6,6,15,1149.05,1,35,1149.65,2,262,1148.9,2,168,1149.7,1,50,1148.85,2,173,1149.9,1,500
2017-06-20 07:35:06.342487,232961,28065,15512,8434,1,-1.3366051214,28253,28624.8,28728,28035.5,28445.2,28053.3,1,1,28065,2,10,28053.25,1,2,28066.5,1,1,28052.8,1,2,28069.95,1,5,28052.25,2,11,28070,3,40,28052.2,1,8,28077.2,1,1
2017-06-20 07:35:06.342514,128112644,201.6,292840,134212,63,0.4484304933,201.25,201.4,202.9,199.5,200.7,201.6,4,3871,201.65,1,100,201.55,4,3011,201.7,2,252,201.5,6,2390,201.75,3,1146,201.45,9,5609,201.8,8,2660,201.4,8,2917,201.85,6,2728
2017-06-20 07:35:06.342541,134657,666.15,1558267,245629,2,-0.1498913288,667.49,668.05,671.85,662.2,667.15,666.15,4,536,666.4,2,183,665.9,2,65,666.45,1,131,665.85,1,127,666.5,2,132,665.8,2,272,666.6,1,254,665.75,2,137,666.65,1,27
2017-06-20 07:35:06.342567,341249,1686.05,437172,116714,239,-0.4046311064,1685.84,1690,1690.8,1683.4,1692.9,1686,1,159,1686.05,1,72,1685.9,1,100,1686.15,1,53,1685.75,1,30,1686.2,1,35,1685.7,1,208,1686.5,1,400,1685.6,1,167,1686.85,1,60
2017-06-20 07:35:06.342604,5633,1650.45,109857,63012,7,0.5391081871,1644.55,1644.8,1654,1630.3,1641.6,1650.45,1,88,1650.65,1,2,1650,3,72,1650.7,1,400,1649.75,1,10,1650.9,1,6,1649.7,2,36,1650.95,2,18,1649.2,1,54,1651,1,2
2017-06-20 07:35:07.362151,128108804,239.8,87646,167102,190,0.9896820383,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,2,573,239.65,5,1288,240.05,1,400,239.6,3,371,240.1,4,478,239.55,3,768,240.15,2,215,239.5,6,1169,240.2,5,709
2017-06-20 07:35:07.362221,1510401,513.2,2263552,548334,6,-1.3361530328,517.92,520.2,521.7,512.25,520.15,513.15,4,275,513.35,1,20,513.1,5,822,513.4,7,1872,513,9,2388,513.45,5,1188,512.95,2,270,513.5,6,2451,512.9,7,2384,513.55,5,1540
2017-06-20 07:35:07.362253,3861249,375.25,2963887,328469,1,0.3879079722,374.51,375.6,377.7,370.1,373.8,375.15,4,388,375.2,1,33,375.1,1,130,375.3,2,104,375.05,3,398,375.35,2,4999,375,8,2365,375.4,3,1778,374.95,2,390,375.45,4,636
2017-06-20 07:35:07.362281,4267265,2816.3,173562,71974,4,-0.4049155689,2817.02,2810,2827.95,2806.5,2827.75,2816.1,1,1,2816.3,1,2,2816.05,2,9,2816.6,3,119,2816,2,5,2816.7,3,264,2815.95,1,3,2816.8,1,6,2815.1,1,10,2816.9,1,29
2017-06-20 07:35:07.362308,70401,658,1664167,375689,40,0.3967043027,659.56,660,663,653.5,655.4,657.95,4,30,658,4,225,657.8,1,61,658.1,1,20,657.7,1,150,658.15,2,68,657.65,1,2,658.2,3,746,657.55,1,20,658.35,1,402
2017-06-20 07:35:07.362336,315393,1138.4,805212,85395,2,1.8884811599,1135.39,1124.8,1141,1120.1,1117.3,1138.4,3,32,1139,3,47,1138.35,2,23,1139.15,1,31,1138.2,3,300,1139.25,1,12,1138.15,1,182,1139.35,1,29,1138.1,1,182,1139.4,2,282
2017-06-20 07:35:07.362363,134657,666.15,1558267,245629,2,-0.1498913288,667.49,668.05,671.85,662.2,667.15,666.15,4,536,666.4,2,183,665.9,2,65,666.45,1,131,665.85,1,127,666.5,2,132,665.8,2,272,666.6,1,254,665.75,2,137,666.65,1,27
2017-06-20 07:35:07.362389,128022276,540.6,22033,33284,75,0.2689418529,542.42,541.8,545,536,539.15,540.55,1,70,541.2,2,127,540.5,3,560,541.25,1,187,540.45,2,39,541.4,2,86,540.4,5,1103,541.5,7,500,540.35,1,188,541.55,3,543
2017-06-20 07:35:07.362416,128135684,24878.1,270,398,1,-0.4619191751,24954.02,25056,25091.75,24800,24993.55,24841.45,2,4,24878.45,2,4,24819.9,2,7,24879.9,1,6,24819.85,1,4,24880,1,16,24818.3,1,16,24896.3,1,1,24815.45,1,8,24896.35,1,4
2017-06-20 07:35:07.362443,345089,3801.8,134948,51014,7,-0.6182279209,3814.52,3829,3846.9,3799,3825.45,3801.5,4,23,3801.8,3,21,3801.45,8,15,3801.9,1,3,3801.4,1,30,3802,1,1,3800.75,4,18,3802.8,1,1,3800.1,2,78,3803,2,57
2017-06-20 07:35:07.362470,1195009,166.85,4487807,870431,77,-0.7140731925,166.76,168,168.6,165.5,168.05,166.85,1,200,166.9,2,124,166.8,13,4124,166.95,17,4642,166.75,11,8681,167,19,6949,166.7,14,5830,167.05,11,4270,166.65,7,6612,167.1,18,8168
2017-06-20 07:35:07.362498,128209924,1149.9,13845,18205,2,-0.3250552594,1150.25,1158,1158,1147.05,1153.65,1149.4,1,24,1149.9,1,31,1149.35,2,34,1149.95,1,51,1149.3,1,6,1150,1,5,1149.25,2,163,1150.45,1,37,1149.1,1,24,1150.5,2,137
2017-06-20 07:35:07.362527,7458561,378.95,1080539,248681,1,0.6373655557,378.62,377.15,381.5,375.7,376.55,378.8,2,227,379,1,10,378.75,1,71,379.15,1,100,378.7,1,20,379.2,2,659,378.65,6,1655,379.25,3,409,378.6,3,1140,379.3,6,660
2017-06-20 07:35:07.362554,356865,1098.8,543122,103235,2,0.2875005704,1096.06,1098.85,1100,1092,1095.65,1098.8,2,3,1098.85,2,19,1098.65,1,45,1098.9,1,1,1098.6,1,56,1099.45,2,32,1098.55,1,1,1099.5,3,47,1098.5,3,329,1099.55,1,9
2017-06-20 07:35:07.362581,325121,240.05,980886,401346,34,0.9461732548,239.83,238,241.55,236.5,237.8,240,4,2758,240.1,1,42,239.95,3,277,240.15,3,2902,239.9,2,612,240.2,2,402,239.85,4,1737,240.25,4,4545,239.8,10,5323,240.3,5,3762
2017-06-20 07:35:07.362607,348929,201.6,4674160,1016690,27,0.3734129948,201.14,201.95,202.9,199.4,200.85,201.6,5,2837,201.65,2,39,201.55,12,10193,201.7,5,1012,201.5,14,13429,201.75,15,4879,201.45,7,10383,201.8,12,5032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:07.362634,136226308,166.9,310411,89086,100,-0.6547619048,167.08,168.95,168.95,165.65,168,166.95,4,2198,167.1,3,547,166.9,8,2399,167.15,2,901,166.85,10,3920,167.2,5,1961,166.8,9,3178,167.25,6,2892,166.75,5,2097,167.3,14,3383
2017-06-20 07:35:07.362684,5215745,253.8,538254,370374,15,-0.0590667454,253.82,254.45,255,253,253.95,253.75,7,160,253.8,5,560,253.7,7,1097,253.85,1,34,253.65,3,451,253.9,8,1325,253.6,6,574,253.95,7,1393,253.55,4,1300,254,12,4442
2017-06-20 07:35:07.362714,1850625,849.9,527008,129403,1,0.8783382789,849.37,845,851.9,843,842.5,849.6,1,22,849.9,2,47,849.35,1,16,849.95,1,1,849.25,1,58,850,2,1405,849.2,3,132,850.1,1,24,849.15,2,88,850.15,1,500
2017-06-20 07:35:07.362740,128046596,3802.4,6403,7343,6,-0.6181309706,3814.02,3830,3842.9,3799.2,3826.05,3800.05,2,20,3802.55,1,3,3800,1,86,3802.6,2,6,3799.5,1,86,3802.8,1,1,3799.2,1,1,3803.3,1,20,3799,1,10,3803.4,1,1
2017-06-20 07:35:08.487587,128076804,1137.4,21956,22464,2,1.9449672851,1136.26,1123.05,1141,1121.05,1115.7,1138,1,10,1139.25,2,33,1137.8,1,5,1139.35,1,52,1137.6,1,6,1139.4,1,49,1137.45,1,52,1139.5,2,30,1137.4,2,54,1139.6,1,10
2017-06-20 07:35:08.487653,128178180,1098.7,10307,25176,1,0.3012598138,1096.15,1095,1100,1092.5,1095.4,1098.4,1,14,1099.45,1,8,1098.25,2,104,1099.5,1,87,1098.2,1,15,1099.6,1,13,1098,1,8,1099.7,1,42,1097.85,1,40,1099.75,1,87
2017-06-20 07:35:08.487685,129331204,28089,1451,420,2,-1.3209204286,28244.53,28450,28539.95,28054.05,28465,28070.1,2,3,28090.95,1,2,28070.05,1,3,28091,2,9,28070,2,14,28093,2,9,28067.55,1,3,28122,1,6,28066.35,1,3,28122.05,1,1
